timestamp,open,high,low,close,adjusted close,volume,dividend amount
2019-04-12,11.7000,12.4100,11.1200,11.9600,11.9600,26666,0.0000
2019-04-05,11.8300,12.0200,11.1600,11.6400,11.6400,13499,0.0000
2019-03-29,11.0800,12.0500,10.8600,12.0500,12.0500,10929,0.0000
2019-03-22,11.4600,11.9600,11.0000,11.0100,11.0100,19571,0.0000
2019-03-15,11.4400,11.8000,11.3400,11.6600,11.6600,13975,0.0000
2019-03-08,12.6000,12.6000,11.3300,11.3600,11.3600,46701,0.0000
2019-03-01,10.7800,12.8500,10.6400,12.5100,12.5100,2156899,0.0000
2019-02-22,10.5000,11.0400,10.4200,10.5900,10.5900,31764,0.0000
2019-02-15,11.1200,11.1400,10.0900,10.4900,10.4900,83146,0.0000
2019-02-08,11.5400,11.5800,10.9000,10.9400,10.9400,55613,0.0000
2019-02-01,11.2800,11.6800,11.0900,11.1900,11.1900,84491,0.0000
2019-01-25,12.0100,12.0100,11.1846,11.2400,11.2400,74411,0.0000
2019-01-18,11.5200,12.0100,11.2700,11.9500,11.9500,261707,0.0000
2019-01-11,12.6500,13.2835,11.0300,11.4000,11.4000,85116,0.0000
2019-01-04,13.4400,13.6000,12.0050,12.8453,12.8453,549597,0.0000
2018-12-28,11.2100,13.4950,11.1500,13.3100,13.3100,946919,0.0000
2018-12-21,12.0000,12.0266,10.7600,11.2100,11.2100,208018,0.0000
2018-12-14,13.0000,13.4500,12.0000,12.0000,12.0000,295864,0.0000
2018-12-07,13.0600,13.5200,12.9992,13.0800,13.0800,764987,0.0000
2018-11-30,12.2000,13.2400,12.2000,13.0100,13.0100,250696,0.0000
2018-11-23,12.3700,13.0000,11.8000,12.2000,12.2000,255205,0.0000
2018-11-16,13.4000,13.4599,10.7100,12.3800,12.3800,457216,0.0000
2018-11-09,11.5727,12.0990,9.3600,10.1600,10.1600,388129,0.0000
2018-11-02,11.7300,13.0900,11.2500,11.8900,11.8900,116459,0.0000
2018-10-26,11.6200,12.7200,10.9323,11.4100,11.4100,52361,0.0000
2018-10-19,11.7000,12.0500,10.4201,11.5029,11.5029,246411,0.0000
2018-10-12,12.7900,14.6900,11.5829,11.7900,11.7900,355518,0.0000
2018-10-05,14.0000,14.0000,12.5100,13.2200,13.2200,205422,0.0000
2018-09-28,10.4600,13.9000,10.0800,13.8800,13.8800,399407,0.0000
2018-09-21,9.4200,10.4000,9.2800,10.4000,10.4000,175081,0.0000
2018-09-14,9.8800,10.0700,8.9000,9.5500,9.5500,557495,0.0000
2018-09-07,9.8700,10.2000,9.5200,9.8800,9.8800,213798,0.0000
2018-08-31,9.3000,10.1390,8.8310,9.7600,9.7600,312625,0.0000
2018-08-24,8.5200,10.4200,8.3400,9.8600,9.8600,333987,0.0000
2018-08-17,8.6000,8.8299,8.0827,8.5400,8.5400,113551,0.0000
2018-08-10,9.1500,9.6100,8.2200,8.6000,8.6000,1177183,0.0000
2018-08-03,8.2000,9.2990,7.9100,9.2000,9.2000,617605,0.0000
2018-07-27,8.8800,9.7500,8.0000,8.0900,8.0900,3521696,0.0000
2018-07-20,15.7300,15.8300,7.9000,8.6100,8.6100,2710266,0.0000
2018-07-13,19.3300,19.6500,15.7000,15.8900,15.8900,719867,0.0000
2018-07-06,21.7000,23.1400,18.9000,19.1400,19.1400,672361,0.0000
2018-06-29,23.3600,35.1000,22.1100,22.5900,22.5900,1238458,0.0000
2018-06-22,19.0700,25.7000,18.7200,24.6000,24.6000,1450651,0.0000
2018-06-15,17.9700,19.4600,17.5400,19.0600,19.0600,784887,0.0000
2018-06-08,17.6300,18.2000,17.0400,18.0400,18.0400,714045,0.0000
2018-06-01,15.6000,21.1500,15.0900,17.5600,17.5600,2838578,0.0000
2018-05-25,17.6700,18.6475,15.1300,15.5800,15.5800,1893917,0.0000
2018-05-18,17.1600,19.2900,16.4100,17.7400,17.7400,848553,0.0000
2018-05-11,17.0200,18.2100,16.2600,17.0000,17.0000,742867,0.0000
2018-05-04,16.3900,20.0000,15.3400,17.1300,17.1300,1479995,0.0000
2018-04-27,14.8700,19.2800,14.3030,16.5600,16.5600,1522273,0.0000
2018-04-20,15.0000,18.6200,13.8000,14.9400,14.9400,1356342,0.0000
2018-04-13,15.1800,16.6800,14.6700,15.0000,15.0000,2805141,0.0000
2018-04-06,15.1200,17.2023,14.0300,15.1100,15.1100,2642528,0.0000
2018-03-29,14.9700,17.1000,13.3800,15.1700,15.1700,1232426,0.0000
2018-03-23,13.6100,14.9800,13.0400,14.8800,14.8800,1008160,0.0000
2018-03-16,13.2400,15.5900,12.8100,13.6100,13.6100,909456,0.0000
