timestamp,open,high,low,close,adjusted close,volume,dividend amount
2019-04-12,21.4800,22.0000,21.4282,21.5371,21.5371,75435,0.0000
2019-04-05,21.4900,21.4900,21.0000,21.4700,21.4700,41361,0.0000
2019-03-29,21.5500,21.8000,21.1000,21.4252,21.4252,111419,0.0000
2019-03-22,21.1600,22.4300,20.7900,21.8900,21.8900,162392,0.3800
2019-03-15,20.7559,21.5000,20.7180,21.2100,20.8356,44641,0.0000
2019-03-08,20.8800,21.1800,20.4400,20.7100,20.3445,71056,0.0000
2019-03-01,21.3180,21.7500,20.5600,20.7200,20.3543,71794,0.0000
2019-02-22,21.0350,21.4200,20.9000,21.3744,20.9971,32558,0.0000
2019-02-15,20.6500,21.2500,20.6010,21.2500,20.8749,67302,0.0000
2019-02-08,20.7500,21.0000,20.4000,20.6000,20.2364,28180,0.0000
2019-02-01,20.1900,21.0000,19.8100,20.7100,20.3445,49973,0.0000
2019-01-25,19.9000,20.2100,19.7500,20.1500,19.7944,52122,0.0000
2019-01-18,19.6800,19.8999,19.3955,19.7300,19.3818,51052,0.0000
2019-01-11,20.0300,20.0722,19.2500,19.5500,19.2049,76203,0.0000
2019-01-04,19.3400,20.3858,19.1000,20.0200,19.6667,82888,0.0000
2018-12-28,17.0900,19.3600,16.7500,19.1000,18.7629,113510,0.0000
2018-12-21,20.2400,20.2400,17.2000,17.3500,17.0438,318423,0.3800
2018-12-14,20.6100,22.0000,20.0100,20.2018,19.4199,79053,0.0000
2018-12-07,20.7500,21.0000,20.1800,20.5000,19.7066,52544,0.0000
2018-11-30,20.9300,21.5400,20.6500,20.7499,19.9468,51777,0.0000
2018-11-23,21.3000,21.5528,20.7437,20.8000,19.9950,25731,0.0000
2018-11-16,20.5600,21.5200,20.4565,21.1850,20.3651,193399,0.0000
2018-11-09,19.9300,20.5000,19.8830,20.1500,19.3701,44969,0.0000
2018-11-02,20.1300,21.3300,19.5015,19.9200,19.1490,106815,0.0000
2018-10-26,21.3500,21.5400,19.0400,20.0100,19.2355,148016,0.0000
2018-10-19,21.6800,21.9200,21.4000,21.5000,20.6679,56634,0.0000
2018-10-12,21.8200,22.1688,21.6200,21.6834,20.8442,48029,0.0000
2018-10-05,22.2200,22.6074,22.0000,22.0000,21.1485,53178,0.0000
2018-09-28,22.5500,22.6126,22.0000,22.4204,21.5526,48418,0.0000
2018-09-21,22.2800,23.0000,22.2800,22.5500,21.6772,89264,0.3800
2018-09-14,22.3900,22.8047,22.1500,22.3450,21.1242,21226,0.0000
2018-09-07,22.7100,22.8040,22.1500,22.2000,20.9871,38717,0.0000
2018-08-31,22.5000,22.8500,22.4000,22.7370,21.4948,75898,0.0000
2018-08-24,22.0000,22.5729,22.0000,22.4700,21.2424,50690,0.0000
2018-08-17,21.5500,22.4554,21.5000,22.1110,20.9030,70200,0.0000
2018-08-10,22.5200,22.5200,21.5500,21.7585,20.5697,94454,0.0000
2018-08-03,22.6000,22.7999,22.2550,22.6800,21.4409,73145,0.0000
2018-07-27,22.9600,22.9600,22.6000,22.6041,21.3691,44840,0.0000
2018-07-20,23.0000,23.0000,22.5500,22.8400,21.5921,62790,0.0000
2018-07-13,22.8500,22.9700,22.5500,22.7750,21.5307,69795,0.0000
2018-07-06,22.7500,23.0000,22.7100,22.7800,21.5354,54383,0.0000
2018-06-29,23.0000,23.0500,22.7500,22.8900,21.6394,126811,0.0000
2018-06-22,23.2000,23.5424,22.8501,22.9500,21.6961,171252,0.3800
2018-06-15,22.0200,24.9186,22.0200,23.1540,21.5329,126707,0.0000
2018-06-08,22.2380,22.2497,22.0000,22.1200,20.5713,26573,0.0000
2018-06-01,21.9211,22.3401,21.6000,22.1700,20.6178,20353,0.0000
2018-05-25,21.5400,22.0000,21.5400,21.8600,20.3295,37773,0.0000
2018-05-18,21.8184,22.0500,21.5510,21.5510,20.0421,48829,0.0000
2018-05-11,21.6100,21.8700,21.5000,21.7700,20.2458,46968,0.0000
2018-05-04,21.9700,22.0812,21.5000,21.6100,20.0970,45874,0.0000
2018-04-27,21.5400,21.8900,21.3100,21.8700,20.3388,34084,0.0000
2018-04-20,21.5400,21.7900,21.2500,21.6842,20.1660,50843,0.0000
2018-04-13,21.6600,21.8400,21.2400,21.5752,20.0647,63956,0.0000
2018-04-06,21.7500,21.7700,21.3012,21.5700,20.0598,82146,0.0000
2018-03-29,22.0800,22.1500,21.5000,21.7500,20.2272,92515,0.0000
2018-03-23,22.3900,22.3989,21.8500,21.9300,20.3946,167821,0.3800
2018-03-16,21.9600,22.7460,21.8000,22.5901,20.6556,298250,0.0000
2018-03-09,21.3000,21.6000,21.3000,21.5300,19.6862,58374,0.0000
2018-03-02,21.4700,21.5800,21.3000,21.4010,19.5683,60840,0.0000
2018-02-23,21.6300,21.6300,21.4500,21.5152,19.6727,46895,0.0000
2018-02-16,21.0000,21.6850,21.0000,21.5900,19.7411,124571,0.0000
2018-02-09,21.0600,21.4300,20.5200,20.9690,19.1733,92305,0.0000
2018-02-02,21.5400,21.6600,21.0500,21.1200,19.3114,71513,0.0000
2018-01-26,21.5700,21.6594,21.0500,21.5100,19.6680,110366,0.0000
2018-01-19,22.0000,22.1200,21.6500,21.6700,19.8143,118919,0.0000
2018-01-12,21.2500,21.9600,21.0379,21.8600,19.9880,220693,0.0000
2018-01-05,20.5500,21.2499,20.2600,21.0689,19.2646,331636,0.0000
2017-12-29,20.2500,20.3500,20.0000,20.1299,18.4060,84492,0.0000
